line,nct_id,serotype,assay,value,old_lower,old_upper,new_lower,new_upper,source_class_title,source_group_title,match_type
4736,NCT04546425,11A,OPA,2717,0,0,470,15716,Serotype 11A,13vPnC: Russian Cohort,unique
4740,NCT04546425,15B,OPA,142,0,0,9,2269,Serotype 15B,20vPnC: Russian Cohort,unique
4741,NCT04546425,33F,OPA,3508,0,0,349,35250,Serotype 33F,20vPnC: Russian Cohort,unique
4743,NCT04546425,10A,OPA,232,0,0,8,6478,Serotype 10A,13vPnC: Russian Cohort,unique
4748,NCT04546425,22F,OPA,413,0,0,32,5406,Serotype 22F,20vPnC: Russian Cohort,unique
4750,NCT04546425,10A,OPA,559,0,0,50,6233,Serotype 10A,20vPnC: Russian Cohort,unique
4751,NCT04546425,33F,OPA,3961,0,0,706,22238,Serotype 33F,13vPnC: Russian Cohort,unique
4754,NCT04546425,12F,OPA,198,0,0,41,960,Serotype 12F,13vPnC: Russian Cohort,unique
4760,NCT04546425,15B,OPA,242,0,0,18,3267,Serotype 15B,13vPnC: Russian Cohort,unique
4762,NCT01616459,19A,GMC,1.1100000000,0,0,0.91,1.35,ANTI-19A (M11),Synflorix Group,unique
4763,NCT01616459,14,GMC,5.75,0,0,5.07,6.51,ANTI-14 (M11),Synflorix Group,unique
4764,NCT01616459,1,GMC,2.25,0,0,2.01,2.53,ANTI-1 (M11),Synflorix Group,unique
4765,NCT01616459,23F,GMC,2.9799999999,0,0,2.65,3.35,ANTI-23F (M11),Synflorix Group,unique
4766,NCT01616459,7F,GMC,6.3399999999,0,0,5.80,6.95,ANTI-7F (M11),Prevnar13 Group,unique
4767,NCT01616459,14,GMC,10.050000000,0,0,8.97,11.25,ANTI-14 (M11),Prevnar13 Group,unique
4768,NCT01616459,9V,GMC,5.8300000000,0,0,5.26,6.46,ANTI-9V (M11),Prevnar13 Group,unique
4769,NCT01616459,6B,GMC,2.5299999999,0,0,2.24,2.86,ANTI-6B (M11),Synflorix Group,unique
4770,NCT01616459,7F,GMC,4.3099999999,0,0,3.91,4.75,ANTI-7F (M11),Synflorix Group,unique
4771,NCT01616459,23F,GMC,6.4900000000,0,0,5.69,7.39,ANTI-23F (M11),Prevnar13 Group,unique
4772,NCT01616459,5,GMC,6.8399999999,0,0,6.12,7.66,ANTI-5 (M11),Prevnar13 Group,unique
4773,NCT01616459,1,GMC,3.8399999999,0,0,3.50,4.22,ANTI-1 (M11),Prevnar13 Group,unique
4774,NCT01616459,18C,GMC,8,0,0,7.06,9.06,ANTI-18C (M11),Synflorix Group,unique
4775,NCT01616459,18C,GMC,6.0099999999,0,0,5.45,6.63,ANTI-18C (M11),Prevnar13 Group,unique
4776,NCT01616459,4,GMC,4.0599999999,0,0,3.70,4.45,ANTI-4 (M11),Synflorix Group,unique
4777,NCT01616459,19A,GMC,7.0599999999,0,0,6.25,7.98,ANTI-19A (M11),Prevnar13 Group,unique
4778,NCT01616459,19F,GMC,6.4000000000,0,0,5.77,7.11,ANTI-19F (M11),Prevnar13 Group,unique
4779,NCT01616459,3,GMC,1.6799999999,0,0,1.53,1.85,ANTI-3 (M11),Prevnar13 Group,unique
4780,NCT01616459,9V,GMC,3.6800000000,0,0,3.32,4.09,ANTI-9V (M11),Synflorix Group,unique
4781,NCT01616459,6B,GMC,3.7999999999,0,0,3.34,4.33,ANTI-6B (M11),Prevnar13 Group,unique
4782,NCT01616459,19F,GMC,8.2200000000,0,0,7.40,9.13,ANTI-19F (M11),Synflorix Group,unique
4783,NCT01616459,5,GMC,3.0499999999,0,0,2.75,3.38,ANTI-5 (M11),Synflorix Group,unique
4784,NCT01616459,4,GMC,3.8599999999,0,0,3.43,4.35,ANTI-4 (M11),Prevnar13 Group,unique
